full_name,selling_price,year,km_driven,fuel_type,mileage,max_power,company
Maruti Ciaz Alpha BSIV,921000.0000000001,2019.0,34500.0,Petrol,21.56,103.25,Maruti
Ford Freestyle Titanium Plus Petrol BSIV,750000.0,2019.0,15000.0,Petrol,19.0,94.68,Ford
Renault KWID 1.0 RXT Optional,345000.0,2018.0,28000.0,Petrol,23.01,67.0,Renault
Audi A6 2.0 TDI,1650000.0,2014.0,56000.0,Diesel,17.68,174.33,Audi
Mahindra Scorpio 1.99 S10 4WD,1100000.0,2017.0,70000.0,Diesel,15.4,120.0,Mahindra
Toyota Innova 2.5 VX (Diesel) 8 Seater,1250000.0,2012.0,121000.0,Diesel,12.99,100.0,Toyota
Tata Nexon 1.5 Revotorq XZ Plus,861999.9999999999,2019.0,25000.0,Diesel,21.5,108.5,Tata
Mercedes-Benz GLE Class 250d,4275000.0,2016.0,50000.0,Diesel,17.9,201.15,Mercedes-Benz
Mahindra XUV500 AT W10 AWD,1300000.0,2017.0,48800.0,Diesel,16.0,140.0,Mahindra
Mahindra XUV500 2011-2015 W8 FWD,645000.0,2012.0,76122.0,Diesel,15.1,140.0,Mahindra
Hyundai Grand i10 1.2 Kappa Sportz AT,595000.0,2017.0,41000.0,Petrol,18.9,81.86,Hyundai
Maruti Swift ZXI,470000.0,2013.0,71000.0,Petrol,18.6,85.8,Maruti
Hyundai Verna 1.6 SX VTVT (O),336000.0,2011.0,81000.0,Petrol,17.1,121.3,Hyundai
MG Hector Super Diesel MT,1585000.0,2020.0,1005.0,Diesel,17.41,167.68,MG
Maruti Swift Dzire ZDI,420000.0,2013.0,80000.0,Diesel,23.4,74.0,Maruti
Maruti S-Presso VXI Plus,455000.0,2019.0,5000.0,Petrol,21.7,67.0,Maruti
Hyundai Creta 1.6 Gamma SX Plus,790000.0,2015.0,56836.0,Petrol,15.29,121.3,Hyundai
Hyundai Xcent 1.2 Kappa S,300000.0,2015.0,70000.0,Petrol,19.1,82.0,Hyundai
Chevrolet Beat Diesel LS,250000.0,2013.0,100000.0,Diesel,25.44,57.6,Chevrolet
Ford Ecosport 1.5 Ti VCT MT Titanium,690000.0,2015.0,46215.0,Petrol,15.8,110.0,Ford
Nissan Terrano XL 85 PS,850000.0,2014.0,146000.0,Diesel,20.45,83.8,Nissan
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,585000.0,2013.0,88000.0,Diesel,12.05,120.0,Mahindra
Maruti Vitara Brezza VDi Option,795000.0,2016.0,62000.0,Diesel,24.3,88.5,Maruti
Maruti Ertiga CNG VXI BSIV,790000.0,2017.0,38461.0,CNG,26.8,103.0,Maruti
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,850000.0,2018.0,33348.0,Diesel,25.1,88.5,Maruti
Hyundai i20 2015-2017 Asta 1.2,565000.0,2015.0,44983.0,Petrol,18.6,81.83,Hyundai
Honda City i-VTEC V,925000.0,2017.0,15735.0,Petrol,17.4,117.6,Honda
Mahindra XUV500 W6 2WD,900000.0,2014.0,84000.0,Diesel,15.1,140.0,Mahindra
Maruti Swift VDI BSIV,650000.0,2016.0,66000.0,Diesel,25.2,74.0,Maruti
Hyundai i20 Magna 1.4 CRDi,650000.0,2016.0,77000.0,Diesel,22.54,88.73,Hyundai
Maruti Wagon R LXI,250000.0,2011.0,32908.0,Petrol,18.9,67.1,Maruti
Hyundai i20 Magna 1.4 CRDi,450000.0,2011.0,78000.0,Diesel,21.9,90.0,Hyundai
Maruti Baleno Zeta 1.2,640000.0,2017.0,12351.0,Petrol,21.4,83.1,Maruti
Land Rover Range Rover Evoque Pure,3950000.0,2016.0,62000.0,Diesel,12.7,187.7,Land
Honda New Accord 2011-2014 2.4 M/T,695000.0,2013.0,63000.0,Petrol,12.8,177.6,Honda
Maruti Swift LXi BSIV,220000.00000000003,2009.0,63000.0,Petrol,16.1,85.0,Maruti
Hyundai Grand i10 Asta Option,549000.0,2017.0,25100.0,Petrol,18.9,82.0,Hyundai
Maruti Zen Estilo LXI BS IV,150000.0,2009.0,60000.0,Petrol,19.0,67.1,Maruti
Volkswagen Vento 1.2 TSI Highline AT,650000.0,2016.0,56205.0,Petrol,18.19,103.2,Volkswagen
Maruti Ciaz 1.4 Alpha,800000.0,2017.0,20000.0,Petrol,20.73,91.1,Maruti
Hyundai i20 1.2 Asta,740000.0,2018.0,37000.0,Petrol,18.6,81.83,Hyundai
Maruti Swift Dzire 1.2 Lxi BSIV,350000.0,2012.0,35000.0,Petrol,17.5,85.8,Maruti
Maruti Alto K10 LXI,245000.00000000003,2012.0,36000.0,Petrol,20.92,67.1,Maruti
Maruti Ciaz 1.4 AT Zeta,850000.0,2017.0,28847.0,Petrol,19.12,91.1,Maruti
Maruti Ertiga SHVS VDI,595000.0,2016.0,55000.0,Diesel,24.52,88.5,Maruti
Maruti Eeco 7 Seater Standard BSIV,250000.0,2015.0,60000.0,Petrol,15.37,73.0,Maruti
Volkswagen Polo 1.5 TDI Highline,695000.0,2016.0,72168.0,Diesel,20.14,88.8,Volkswagen
Maruti Alto K10 VXI,350000.0,2018.0,40000.0,Petrol,23.95,67.05,Maruti
Hyundai Creta 1.6 CRDi SX Option,1095000.0,2016.0,85000.0,Diesel,19.67,126.2,Hyundai
Hyundai Xcent 1.2 Kappa SX Option,450000.0,2015.0,39511.0,Petrol,19.1,82.0,Hyundai
Maruti Ciaz ZXi Option,585000.0,2014.0,44000.0,Petrol,20.73,91.2,Maruti
Hyundai i20 Magna Optional 1.2,290000.0,2012.0,64000.0,Petrol,18.5,82.9,Hyundai
Hyundai Santro Xing GLS,260000.0,2012.0,47000.0,Petrol,17.92,62.1,Hyundai
Hyundai i20 1.2 Asta Dual Tone,835000.0,2018.0,34000.0,Petrol,18.6,81.83,Hyundai
Audi A8 L 3.0 TDI quattro,2500000.0,2012.0,45000.0,Diesel,11.8,246.7,Audi
Maruti Swift ZXI,515000.00000000006,2015.0,55429.0,Petrol,21.21,81.8,Maruti
Mahindra KUV 100 mFALCON D75 K4 Plus,475000.0,2016.0,72000.0,Diesel,25.32,77.0,Mahindra
Honda Amaze VX Diesel,740000.0,2016.0,27946.0,Diesel,24.7,98.63,Honda
Volkswagen Polo 2015-2019 1.2 MPI Highline,465000.00000000006,2015.0,65000.0,Petrol,16.2,74.0,Volkswagen
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,1145000.0,2019.0,15700.0,Petrol,14.7,120.69,Ford
Hyundai Verna 1.6 CRDi S,750000.0,2016.0,50000.0,Diesel,23.9,126.2,Hyundai
Maruti Swift Dzire VXi,430000.0,2012.0,32000.0,Petrol,17.5,85.8,Maruti
Renault KWID 1.0 RXT Optional,415000.00000000006,2018.0,35000.0,Petrol,23.01,67.0,Renault
Hyundai i20 2015-2017 Sportz 1.4 CRDi,610000.0,2017.0,64000.0,Diesel,22.54,88.73,Hyundai
Maruti Swift AMT ZXI,690000.0,2018.0,20000.0,Petrol,22.0,81.8,Maruti
Maruti Celerio ZXI,450000.0,2016.0,18000.0,Petrol,21.63,67.04,Maruti
Hyundai i20 Magna Plus BSIV,525000.0,2016.0,41000.0,Petrol,18.6,81.86,Hyundai
Maruti Ritz VDi,310000.0,2011.0,110000.0,Diesel,21.1,73.9,Maruti
Honda Brio VX AT,465000.00000000006,2013.0,67000.0,Petrol,16.5,86.8,Honda
Renault Pulse RxZ,325000.0,2012.0,89000.0,Diesel,23.08,63.12,Renault
Honda Amaze V CVT Petrol,825000.0,2018.0,20672.0,Petrol,18.3,88.76,Honda
Volkswagen Vento 1.2 TSI Highline AT,484999.99999999994,2014.0,69000.0,Petrol,16.93,103.2,Volkswagen
Mahindra Scorpio SLX 4WD LE,365000.0,2008.0,52000.0,Diesel,12.7,120.0,Mahindra
Skoda Rapid 1.6 TDI Ambition,475000.0,2012.0,87000.0,Diesel,20.5,103.5,Skoda
Tata Nexon 1.2 Revotron XM,650000.0,2017.0,15700.0,Petrol,17.0,108.5,Tata
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1750000.0,2016.0,90000.0,Diesel,11.36,171.5,Toyota
Maruti Alto 800 LXI,285000.0,2013.0,45019.0,Petrol,22.74,47.3,Maruti
Chevrolet Beat LT,225000.0,2012.0,110000.0,Petrol,18.6,79.4,Chevrolet
Nissan Sunny XE D,630000.0,2020.0,27000.0,Diesel,22.71,84.8,Nissan
Hyundai i20 1.2 Asta Option,595000.0,2017.0,60000.0,Petrol,18.6,81.83,Hyundai
Maruti Swift Dzire ZXi,725000.0,2017.0,53154.0,Petrol,17.5,85.8,Maruti
Hyundai Creta SX Diesel AT,990000.0,2016.0,47000.0,Diesel,18.5,113.42,Hyundai
Hyundai i10 Era,170000.0,2010.0,70000.0,Petrol,19.81,68.05,Hyundai
Honda WR-V i-DTEC VX,1010000.0,2018.0,68368.0,Diesel,25.5,98.6,Honda
Hyundai i20 Magna Optional 1.4 CRDi,400000.0,2013.0,89000.0,Diesel,21.9,88.8,Hyundai
Hyundai Venue SX Plus Turbo DCT,1230000.0,2020.0,6000.0,Petrol,18.15,118.35,Hyundai
Renault Duster 85PS Diesel RxL Plus,380000.0,2013.0,120000.0,Diesel,20.45,83.8,Renault
Maruti Baleno Alpha 1.2,620000.0,2017.0,70000.0,Petrol,21.4,83.1,Maruti
Maruti Wagon R VXI Optional,400000.0,2017.0,35000.0,Petrol,20.51,67.04,Maruti
Renault Scala Diesel RxZ,625000.0,2014.0,20328.0,Diesel,21.64,84.8,Renault
Renault Koleos 2.0 Diesel,850000.0,2012.0,60000.0,Diesel,13.73,148.0,Renault
Mahindra KUV 100 mFALCON D75 K6 5str,425000.0,2016.0,21000.0,Diesel,25.32,77.0,Mahindra
Honda WR-V i-VTEC VX,750000.0,2017.0,68000.0,Petrol,17.5,88.7,Honda
Volkswagen Polo Diesel Highline 1.2L,335000.0,2012.0,57000.0,Diesel,22.07,73.9,Volkswagen
Hyundai i20 Active 1.4 SX,590000.0,2015.0,50000.0,Diesel,21.19,88.73,Hyundai
Maruti Baleno Alpha 1.2,665000.0,2016.0,4300.0,Petrol,21.4,83.1,Maruti
Hyundai Verna VTVT 1.6 EX,900000.0,2018.0,35000.0,Petrol,17.7,121.3,Hyundai
Maruti Ertiga ZDI,525000.0,2012.0,100000.0,Diesel,20.77,88.8,Maruti
Mahindra KUV 100 mFALCON G80 K2,400000.0,2016.0,50000.0,Petrol,18.15,82.0,Mahindra
Honda City 2017-2020 VTEC,275000.0,2007.0,90000.0,Petrol,16.9,100.0,Honda
Tata Manza Club Class Quadrajet90 LS,275000.0,2013.0,110000.0,Diesel,21.02,88.8,Tata
Maruti Swift Dzire VXI,488999.99999999994,2016.0,50000.0,Petrol,20.85,83.14,Maruti
Maruti Wagon R AMT VXI,375000.0,2016.0,24000.0,Petrol,20.51,67.0,Maruti
BMW 3 Series 320d Highline,1125000.0,2011.0,95000.0,Diesel,16.07,181.0,BMW
Hyundai i20 1.2 Sportz,250000.0,2011.0,40000.0,Petrol,17.0,80.0,Hyundai
BMW 3 Series 320d Corporate Edition,1300000.0,2013.0,60000.0,Diesel,16.07,181.0,BMW
Hyundai i20 Asta 1.4 CRDi,375000.0,2012.0,98000.0,Diesel,21.27,88.76,Hyundai
Hyundai i20 1.4 Asta,894999.9999999999,2019.0,3500.0,Diesel,22.54,88.73,Hyundai
Ford Figo Petrol ZXI,270000.0,2012.0,48507.0,Petrol,15.6,70.0,Ford
Chevrolet Aveo U-VA 1.2,190000.0,2008.0,61000.0,Petrol,14.7,76.0,Chevrolet
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,490000.00000000006,2018.0,18000.0,Petrol,18.9,81.86,Hyundai
Skoda Rapid 1.5 TDI AT Style BSIV,1075000.0,2017.0,47000.0,Diesel,21.72,108.6,Skoda
Hyundai Santro Era,450000.0,2019.0,18000.0,Petrol,20.3,68.0,Hyundai
Hyundai Xcent 1.2 Kappa S,500000.0,2016.0,43000.0,Petrol,19.1,82.0,Hyundai
Tata Nexon 1.5 Revotorq XZ Plus,950000.0,2018.0,26000.0,Diesel,21.5,108.5,Tata
Tata Manza Aura Plus Safire BS IV,199000.0,2010.0,42000.0,Petrol,15.0,90.0,Tata
Maruti Swift Dzire VDI,550000.0,2015.0,112000.0,Diesel,26.59,74.0,Maruti
Maruti Alto 800 VXI,225000.0,2014.0,44000.0,Petrol,22.74,47.3,Maruti
Honda City ZXi AT,150000.0,2004.0,170000.0,Petrol,12.0,100.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,990000.0,2014.0,115000.0,Diesel,12.99,100.0,Toyota
Mahindra Xylo D4,400000.0,2015.0,198000.0,Diesel,14.95,93.7,Mahindra
Mahindra Scorpio S10 7 Seater,910000.0,2015.0,120000.0,Diesel,15.4,120.0,Mahindra
Ford Ecosport 2015-2021 1.5 Petrol Trend Plus AT BSIV,1025000.0,2018.0,23540.0,Petrol,14.8,121.36,Ford
Maruti Baleno Zeta 1.3,695000.0,2017.0,39000.0,Diesel,27.39,74.0,Maruti
Hyundai i20 1.4 CRDi Asta,390000.0,2012.0,94000.0,Diesel,23.0,90.0,Hyundai
Maruti Wagon R LXI CNG,300000.0,2014.0,90000.0,CNG,26.6,58.16,Maruti
Honda City i VTEC V,880000.0000000001,2017.0,70000.0,Petrol,17.4,117.3,Honda
Maruti Swift Dzire VDI,459999.99999999994,2013.0,90000.0,Diesel,23.4,74.0,Maruti
Hyundai Grand i10 SportZ Edition,434999.99999999994,2014.0,17000.0,Petrol,18.9,81.86,Hyundai
Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,725000.0,2015.0,61000.0,Petrol,14.7,120.69,Ford
Maruti Swift Dzire VXI Optional,580000.0,2016.0,50000.0,Petrol,20.85,83.14,Maruti
Maruti Swift Vdi BSIII,330000.0,2011.0,100000.0,Diesel,17.8,75.0,Maruti
Honda City i VTEC V,675000.0,2012.0,33000.0,Petrol,17.4,117.3,Honda
Maruti Swift VDI BSIV,550000.0,2015.0,102000.0,Diesel,25.2,74.0,Maruti
Maruti Swift VXI Optional,550000.0,2015.0,85000.0,Petrol,20.4,81.8,Maruti
Tata Nexon 1.5 Revotorq XM,665000.0,2018.0,66817.0,Diesel,21.5,108.5,Tata
Maruti Eeco 5 Seater AC BSIV,409999.99999999994,2017.0,27000.0,Petrol,15.37,73.0,Maruti
Maruti Wagon R VXI Minor,249000.00000000003,2008.0,89430.0,Petrol,18.9,67.0,Maruti
Honda Amaze VX O i VTEC,490000.00000000006,2016.0,79000.0,Petrol,18.0,86.7,Honda
Hyundai Verna CRDi 1.6 AT SX Option,1300000.0,2018.0,28000.0,Diesel,22.0,126.2,Hyundai
Toyota Innova 2.5 G4 Diesel 8-seater,450000.0,2010.0,58980.0,Diesel,12.8,102.0,Toyota
Renault Duster 85PS Diesel RxL Explore,580000.0,2016.0,70000.0,Diesel,19.87,83.8,Renault
Maruti Alto K10 VXI,360000.0,2019.0,10000.0,Petrol,23.95,67.05,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,975000.0,2017.0,60008.0,Diesel,17.01,126.2,Hyundai
Honda City i VTEC V,880000.0000000001,2017.0,28000.0,Petrol,17.4,117.3,Honda
Maruti Swift Dzire AMT ZDI Plus,850000.0,2017.0,50000.0,Diesel,28.4,74.02,Maruti
Mercedes-Benz E-Class 280 Elegance,411000.00000000006,2006.0,57000.0,Petrol,9.5,231.1,Mercedes-Benz
Volkswagen Vento Diesel Highline,415000.00000000006,2011.0,74000.0,Diesel,20.54,103.6,Volkswagen
Isuzu MUX 2WD,2300000.0,2019.0,34000.0,Diesel,13.8,174.57,Isuzu
Volkswagen Polo GT TDI,790000.0,2017.0,46000.0,Diesel,15.11,103.6,Volkswagen
Maruti SX4 ZXI MT BSIV,375000.0,2011.0,50000.0,Petrol,15.5,103.3,Maruti
Maruti Wagon R AMT VXI,340000.0,2016.0,44000.0,Petrol,20.51,67.0,Maruti
Audi A4 2.0 TDI 177 Bhp Premium Plus,1850000.0,2014.0,49000.0,Diesel,17.11,174.33,Audi
Nissan X-Trail SLX MT,595000.0,2012.0,95000.0,Diesel,14.42,147.6,Nissan
Renault Triber RXZ BSIV,710000.0,2019.0,7100.0,Petrol,20.0,72.0,Renault
Hyundai i20 Magna Plus,675000.0,2019.0,30000.0,Petrol,18.6,81.86,Hyundai
Hyundai i20 Asta Option CVT BSIV,790000.0,2018.0,40000.0,Petrol,17.4,81.86,Hyundai
Volkswagen Polo 1.5 TDI Highline,545000.0,2015.0,23000.0,Diesel,20.14,88.8,Volkswagen
Volkswagen Polo 1.5 TDI Highline,640000.0,2015.0,42000.0,Diesel,20.14,88.8,Volkswagen
Maruti Celerio ZXI,450000.0,2016.0,36545.0,Petrol,23.1,67.04,Maruti
Ford Aspire 1.5 TDCi Trend,550000.0,2015.0,38000.0,Diesel,25.83,99.0,Ford
Maruti Alto LXi BSIII,220000.00000000003,2009.0,35000.0,Petrol,19.7,46.3,Maruti
Toyota Innova 2.5 GX 8 STR BSIV,450000.0,2011.0,120000.0,Diesel,12.8,102.0,Toyota
Maruti Swift Dzire ZXI 1.2,730000.0,2019.0,5000.0,Petrol,21.21,81.8,Maruti
Toyota Corolla Altis 1.8 G,495000.0,2013.0,75000.0,Petrol,14.28,138.03,Toyota
Maruti Alto LXi,180000.0,2008.0,40000.0,Petrol,19.7,46.3,Maruti
Hyundai EON LPG D Lite Plus,305000.0,2012.0,10000.0,LPG,21.1,55.2,Hyundai
Maruti Swift LXI Option,480000.0,2018.0,30000.0,Petrol,20.4,81.8,Maruti
Toyota Etios Liva 1.4 GD,545000.0,2016.0,38000.0,Diesel,23.59,67.04,Toyota
Maruti Omni E MPI STD BS IV,229999.99999999997,2014.0,50000.0,Petrol,16.8,34.2,Maruti
Ford Classic 1.4 Duratorq Titanium,350000.0,2013.0,89715.0,Diesel,19.68,67.0,Ford
Tata Tigor 1.2 Revotron XZ,450000.0,2018.0,70000.0,Petrol,20.3,84.0,Tata
Honda City i VTEC VX Option,650000.0,2014.0,40000.0,Petrol,17.4,117.3,Honda
Skoda Rapid 1.5 TDI Style BSIV,950000.0,2017.0,50000.0,Diesel,21.13,108.6,Skoda
Honda City 1.5 V AT,310000.0,2010.0,54000.0,Petrol,16.8,118.0,Honda
Hyundai i20 Asta 1.2,430000.0,2013.0,30000.0,Petrol,18.5,82.85,Hyundai
Hyundai EON LPG Magna Plus,229999.99999999997,2014.0,80000.0,LPG,21.1,55.2,Hyundai
Mahindra Scorpio VLX 2WD AIRBAG BSIV,465000.00000000006,2010.0,58200.0,Diesel,12.05,120.0,Mahindra
Hyundai Grand i10 1.2 Kappa Magna BSIV,475000.0,2018.0,10000.0,Petrol,18.9,81.86,Hyundai
Maruti Baleno Zeta 1.3,675000.0,2017.0,45000.0,Diesel,27.39,74.0,Maruti
Honda City i VTEC CVT VX,690000.0,2015.0,64700.0,Petrol,18.0,117.3,Honda
Mitsubishi Pajero Sport 4X4,900000.0,2013.0,129000.0,Diesel,13.5,175.56,Mitsubishi
Skoda Octavia Elegance 1.8 TSI AT,935000.0,2015.0,39900.0,Petrol,14.7,177.5,Skoda
Maruti Ciaz AT ZXi Plus,730000.0,2017.0,54500.0,Petrol,19.12,91.1,Maruti
Mahindra Verito 1.5 D4 BSIII,220000.00000000003,2011.0,30000.0,Diesel,21.0,64.1,Mahindra
Honda City 1.5 S AT,425000.0,2012.0,60000.0,Petrol,16.8,116.4,Honda
Maruti Zen Estilo 1.1 VXI BSIII,310000.0,2014.0,23000.0,Petrol,18.2,64.0,Maruti
Maruti Swift Vdi BSIII,270000.0,2010.0,80000.0,Diesel,17.8,75.0,Maruti
Maruti Ciaz VXi,600000.0,2015.0,35000.0,Petrol,20.73,91.1,Maruti
Honda WR-V i-DTEC VX,955000.0000000001,2018.0,68000.0,Diesel,25.5,98.6,Honda
Maruti Celerio LXI MT BSIV,400000.0,2019.0,52000.0,Petrol,23.1,67.04,Maruti
Kia Carnival Prestige,3250000.0,2020.0,7000.0,Diesel,14.11,197.2,Kia
Maruti Celerio X ZXI Option,484999.99999999994,2018.0,15000.0,Petrol,21.63,67.05,Maruti
Maruti Omni MPI STD BSIV,220000.00000000003,2017.0,40000.0,Petrol,16.8,34.2,Maruti
Maruti Alto 800 LXI,229999.99999999997,2015.0,50000.0,Petrol,22.74,47.3,Maruti
Renault KWID RXT Optional,375000.0,2016.0,38000.0,Petrol,25.17,53.3,Renault
Honda City 2017-2020 GXi,200000.0,2006.0,120000.0,Petrol,17.7,78.0,Honda
Ford Figo Diesel EXI,290000.0,2011.0,82000.0,Diesel,20.0,68.0,Ford
Maruti Zen Estilo VXI BSIV,220000.00000000003,2011.0,72072.0,Petrol,19.0,67.1,Maruti
Volkswagen Polo 2015-2019 1.5 TDI Highline,550000.0,2016.0,39000.0,Diesel,20.14,88.0,Volkswagen
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,944999.9999999999,2018.0,6500.0,Diesel,25.1,88.5,Maruti
Audi A6 2.0 TDI,2200000.0,2015.0,46821.0,Diesel,17.68,174.33,Audi
Honda Brio S MT,509999.99999999994,2016.0,14000.0,Petrol,19.4,86.8,Honda
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,725000.0,2018.0,50000.0,Petrol,18.78,75.0,Volkswagen
Maruti Alto LXI,100000.0,2005.0,100000.0,Petrol,19.7,46.3,Maruti
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,1770000.0,2016.0,60000.0,Diesel,13.68,147.8,Toyota
Tata Hexa XMA,1223000.0,2017.0,50000.0,Diesel,17.6,153.86,Tata
Toyota Etios Cross 1.4L GD,409999.99999999994,2015.0,90000.0,Diesel,23.59,67.06,Toyota
Skoda Fabia 1.2 TDI Ambition Plus,290000.0,2012.0,90000.0,Diesel,20.86,75.0,Skoda
Mercedes-Benz GLE Class 250d,5800000.0,2018.0,30200.0,Diesel,17.9,201.15,Mercedes-Benz
Honda Civic 1.8 V MT,265000.0,2007.0,20000.0,Petrol,13.5,130.0,Honda
Ford Endeavour 2.2 Trend AT 4X2,2195000.0,2016.0,89000.0,Diesel,12.62,158.0,Ford
Jaguar XF 2.2 Litre Luxury,2075000.0,2014.0,43000.0,Diesel,16.36,187.7,Jaguar
Mahindra Scorpio S2,685000.0,2014.0,113000.0,Diesel,15.4,75.0,Mahindra
Honda Jazz 1.2 V i VTEC,575000.0,2016.0,49000.0,Petrol,18.7,88.7,Honda
Volkswagen Vento Petrol Highline AT,465000.00000000006,2013.0,45000.0,Petrol,14.4,103.6,Volkswagen
Toyota Fortuner 4x4 MT,2695000.0,2017.0,55000.0,Diesel,12.55,168.5,Toyota
Volkswagen Polo 2015-2019 GT TSI,790000.0,2016.0,29200.0,Petrol,17.21,103.5,Volkswagen
Audi A4 2.0 TDI,1044999.9999999999,2012.0,60000.0,Diesel,16.55,147.51,Audi
Nissan Kicks Diesel,1154000.0,2019.0,10000.0,Diesel,19.39,108.49,Nissan
BMW 1 Series 118d Sport Plus,1850000.0,2014.0,28000.0,Diesel,20.58,143.0,BMW
Mercedes-Benz GL-Class 220d Celebration Edition,3500000.0,2016.0,40000.0,Diesel,17.9,168.0,Mercedes-Benz
BMW 3 Series 320d Luxury Line,2150000.0,2014.0,69000.0,Diesel,18.88,184.0,BMW
Maruti Swift VDI,610000.0,2016.0,54000.0,Diesel,28.4,74.0,Maruti
Honda BRV i-DTEC VX MT,1189000.0,2016.0,41482.0,Diesel,21.9,98.6,Honda
Skoda Rapid 1.5 TDI Ambition Plus,465000.00000000006,2014.0,65598.0,Diesel,21.14,103.6,Skoda
Maruti Alto LXi,125000.0,2009.0,80000.0,Petrol,19.7,46.3,Maruti
Volkswagen Passat Diesel Highline 2.0 TDI,800000.0,2011.0,103362.0,Diesel,18.33,167.7,Volkswagen
Maruti Wagon R LXI CNG,265000.0,2013.0,55000.0,CNG,26.6,58.16,Maruti
Fiat Linea Dynamic,139000.0,2010.0,22000.0,Petrol,14.6,88.7,Fiat
Mahindra Xylo E2,295000.0,2009.0,61000.0,Diesel,14.0,112.0,Mahindra
Maruti Ertiga SHVS VDI,810000.0,2016.0,40000.0,Diesel,24.52,88.5,Maruti
Toyota Fortuner 4x2 AT TRD Sportivo,1550000.0,2014.0,151768.0,Diesel,12.55,168.7,Toyota
Skoda Rapid Leisure 1.6 MPI MT,625000.0,2013.0,45000.0,Petrol,15.0,103.6,Skoda
Maruti Zen LXI,190000.0,2006.0,44116.0,Petrol,17.3,60.0,Maruti
Honda Amaze S i-Dtech,420000.0,2013.0,80000.0,Diesel,25.8,98.6,Honda
BMW 5 Series 520d Luxury Line,1575000.0,2013.0,69000.0,Diesel,18.12,190.0,BMW
Honda City i DTEC VX,730000.0,2015.0,110000.0,Diesel,25.1,98.6,Honda
Hyundai Tucson 2.0 e-VGT 2WD MT,1700000.0,2017.0,70000.0,Diesel,18.42,182.46,Hyundai
Honda CR-V 2.4 AT,600000.0,2007.0,152358.0,Petrol,10.1,152.0,Honda
Honda City i DTec S,575000.0,2014.0,80633.0,Diesel,26.0,98.6,Honda
Toyota Innova Crysta 2016-2020 2.4 GX MT,1150000.0,2017.0,74030.0,Diesel,13.68,147.51,Toyota
Mahindra Thar CRDe,975000.0,2019.0,5000.0,Diesel,16.55,105.0,Mahindra
Mahindra Verito 1.5 D4 BSIII,229999.99999999997,2012.0,110000.0,Diesel,20.8,65.0,Mahindra
Maruti Wagon R VXI,400000.0,2015.0,25000.0,Petrol,20.51,67.04,Maruti
Maruti Swift Dzire VDI,475000.0,2013.0,80000.0,Diesel,23.4,74.0,Maruti
Toyota Corolla Altis GL,490000.00000000006,2012.0,50000.0,Petrol,14.53,138.1,Toyota
Hyundai i10 Sportz AT,400000.0,2011.0,74703.0,Petrol,16.95,78.9,Hyundai
Maruti Celerio VXI AT,409999.99999999994,2015.0,10000.0,Petrol,23.1,67.04,Maruti
Hyundai i20 Asta Option CVT,750000.0,2018.0,10000.0,Petrol,17.4,81.86,Hyundai
Maruti Wagon R LXI BSII,160000.0,2010.0,150821.0,Petrol,18.9,67.1,Maruti
Toyota Innova 2.5 V Diesel 7-seater,1125000.0,2012.0,198000.0,Diesel,12.8,102.0,Toyota
Hyundai i20 2015-2017 Asta 1.2,725000.0,2017.0,18000.0,Petrol,18.6,81.83,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium,571000.0,2014.0,71425.0,Diesel,22.7,89.84,Ford
Volkswagen Beetle 1.4 TSI,3200000.0,2017.0,2500.0,Petrol,17.68,148.0,Volkswagen
Ford Figo Petrol ZXI,295000.0,2012.0,48000.0,Petrol,15.6,70.0,Ford
Skoda Octavia Classic 1.9 TDI MT,271000.0,2007.0,120000.0,Diesel,18.7,66.0,Skoda
Tata Indigo LE (TDI) BS-III,120000.0,2008.0,70000.0,Diesel,19.09,69.0,Tata
Tata Indigo CR4,240000.0,2013.0,190000.0,Diesel,23.57,70.0,Tata
BMW 5 Series 520d Luxury Line,2600000.0,2016.0,75000.0,Diesel,22.48,187.74,BMW
Honda City 1.5 S MT,350000.0,2011.0,130000.0,Petrol,17.0,118.0,Honda
Toyota Qualis FS B6,150000.0,2002.0,115000.0,Diesel,13.1,75.0,Toyota
Hyundai i20 Asta (o),615000.0,2016.0,20000.0,Petrol,17.0,80.0,Hyundai
Hyundai Creta 1.6 VTVT SX Plus Dual Tone,950000.0,2015.0,13000.0,Petrol,15.29,121.3,Hyundai
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,999000.0,2018.0,20000.0,Diesel,23.0,98.96,Ford
Skoda Octavia Ambition Plus 1.8 TSI AT,1050000.0,2016.0,30000.0,Petrol,14.7,177.5,Skoda
Maruti Swift Dzire VXI,490000.00000000006,2015.0,19238.0,Petrol,20.85,83.14,Maruti
